Inference for Stan model: jhb_ordinal_hurdle_model_model
2 chains: each with iter=(5000,5000); warmup=(0,0); thin=(1,1); 10000 iterations saved.

Warmup took (51891, 52317) seconds, 29 hours total
Sampling took (207010, 208747) seconds, 115 hours total

                    Mean     MCSE   StdDev        5%       50%       95%    N_Eff  N_Eff/s    R_hat
z_jg[1170,1]     1.0e+00  7.5e-03  8.4e-01  -3.8e-01   1.0e+00   2.4e+00  1.2e+04  3.0e-02  1.0e+00
z_jg[1170,2]    -3.4e-01  8.8e-03  9.5e-01  -1.9e+00  -3.4e-01   1.2e+00  1.1e+04  2.8e-02  1.0e+00
z_jg[1170,3]     2.6e-01  6.6e-03  9.1e-01  -1.2e+00   2.5e-01   1.8e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1170,4]     1.0e+00  6.4e-03  6.6e-01  -6.2e-02   1.0e+00   2.1e+00  1.1e+04  2.6e-02  1.0e+00
z_jg[1170,5]     5.4e-02  7.0e-03  9.7e-01  -1.5e+00   4.9e-02   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1170,6]    -9.9e-04  6.5e-03  1.0e+00  -1.7e+00  -1.0e-03   1.7e+00  2.5e+04  5.9e-02  1.0e+00
z_jg[1171,1]    -3.1e-01  6.6e-03  9.1e-01  -1.8e+00  -2.9e-01   1.2e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1171,2]     2.0e-01  6.6e-03  9.5e-01  -1.3e+00   2.0e-01   1.8e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1171,3]    -3.6e-01  6.1e-03  8.8e-01  -1.8e+00  -3.6e-01   1.1e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1171,4]    -1.3e-01  6.5e-03  9.3e-01  -1.7e+00  -1.2e-01   1.4e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1171,5]     1.6e-02  7.0e-03  9.9e-01  -1.6e+00   7.5e-03   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1171,6]    -6.2e-03  7.1e-03  1.0e+00  -1.7e+00   3.9e-03   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1172,1]    -3.5e-01  6.8e-03  8.8e-01  -1.8e+00  -3.4e-01   1.1e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1172,2]     2.0e-01  7.2e-03  9.5e-01  -1.4e+00   1.9e-01   1.8e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1172,3]    -4.2e-02  6.1e-03  8.6e-01  -1.4e+00  -3.6e-02   1.4e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1172,4]    -1.5e-01  7.1e-03  9.4e-01  -1.7e+00  -1.3e-01   1.4e+00  1.7e+04  4.2e-02  1.0e+00
z_jg[1172,5]     6.8e-03  7.2e-03  1.0e+00  -1.6e+00   1.4e-03   1.7e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1172,6]    -6.3e-04  6.5e-03  9.9e-01  -1.6e+00  -6.9e-03   1.7e+00  2.4e+04  5.7e-02  1.0e+00
z_jg[1173,1]    -2.0e-01  7.5e-03  8.2e-01  -1.6e+00  -1.8e-01   1.1e+00  1.2e+04  2.9e-02  1.0e+00
z_jg[1173,2]     6.1e-01  8.9e-03  9.2e-01  -9.0e-01   6.1e-01   2.1e+00  1.1e+04  2.6e-02  1.0e+00
z_jg[1173,3]    -2.2e-02  6.6e-03  8.9e-01  -1.5e+00  -2.1e-02   1.4e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1173,4]     1.2e+00  8.2e-03  7.2e-01  -3.4e-02   1.2e+00   2.3e+00  7.8e+03  1.9e-02  1.0e+00
z_jg[1173,5]    -2.8e-01  1.2e-02  1.0e+00  -1.9e+00  -2.9e-01   1.4e+00  7.6e+03  1.8e-02  1.0e+00
z_jg[1173,6]     2.7e-03  6.8e-03  9.9e-01  -1.6e+00   1.6e-04   1.6e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1174,1]    -6.2e-01  6.6e-03  8.5e-01  -2.0e+00  -6.0e-01   7.4e-01  1.7e+04  4.1e-02  1.0e+00
z_jg[1174,2]     3.0e-01  7.4e-03  9.2e-01  -1.2e+00   2.9e-01   1.8e+00  1.5e+04  3.7e-02  1.0e+00
z_jg[1174,3]    -3.2e-01  6.4e-03  8.8e-01  -1.7e+00  -3.1e-01   1.1e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1174,4]    -4.0e-01  6.3e-03  8.7e-01  -1.9e+00  -3.9e-01   1.0e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1174,5]     4.7e-03  7.1e-03  9.9e-01  -1.6e+00   1.6e-02   1.6e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1174,6]     5.7e-03  7.4e-03  1.0e+00  -1.7e+00   1.1e-02   1.7e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1175,1]    -3.2e-02  6.7e-03  9.7e-01  -1.6e+00  -2.6e-02   1.5e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1175,2]    -1.3e-01  8.4e-03  1.0e+00  -1.8e+00  -1.4e-01   1.5e+00  1.4e+04  3.5e-02  1.0e+00
z_jg[1175,3]     1.1e+00  6.7e-03  9.1e-01  -3.9e-01   1.1e+00   2.6e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1175,4]    -1.6e-01  6.5e-03  9.0e-01  -1.7e+00  -1.4e-01   1.3e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1175,5]     6.1e-03  7.3e-03  1.0e+00  -1.6e+00   2.7e-03   1.7e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1175,6]    -8.6e-04  7.2e-03  1.0e+00  -1.7e+00   9.5e-03   1.6e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1176,1]    -3.6e-01  7.1e-03  9.2e-01  -1.9e+00  -3.5e-01   1.1e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1176,2]     5.1e-02  6.9e-03  9.6e-01  -1.5e+00   4.7e-02   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1176,3]    -9.9e-03  6.0e-03  8.9e-01  -1.5e+00  -1.2e-02   1.4e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1176,4]    -4.8e-01  6.3e-03  8.5e-01  -1.9e+00  -4.7e-01   9.1e-01  1.8e+04  4.4e-02  1.0e+00
z_jg[1176,5]     3.2e-02  6.3e-03  9.9e-01  -1.6e+00   3.7e-02   1.6e+00  2.4e+04  5.8e-02  1.0e+00
z_jg[1176,6]    -3.8e-03  7.0e-03  9.9e-01  -1.6e+00  -6.0e-03   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1177,1]     2.1e-01  6.2e-03  6.6e-01  -8.7e-01   2.1e-01   1.3e+00  1.1e+04  2.7e-02  1.0e+00
z_jg[1177,2]     3.8e-01  7.6e-03  8.6e-01  -1.0e+00   3.8e-01   1.8e+00  1.3e+04  3.1e-02  1.0e+00
z_jg[1177,3]     1.5e-01  6.2e-03  8.2e-01  -1.2e+00   1.5e-01   1.5e+00  1.7e+04  4.2e-02  1.0e+00
z_jg[1177,4]     7.9e-01  6.9e-03  6.4e-01  -2.7e-01   7.9e-01   1.8e+00  8.6e+03  2.1e-02  1.0e+00
z_jg[1177,5]     2.0e-01  8.6e-03  9.7e-01  -1.4e+00   2.1e-01   1.8e+00  1.3e+04  3.0e-02  1.0e+00
z_jg[1177,6]     4.3e-03  6.8e-03  9.8e-01  -1.6e+00   4.1e-03   1.6e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1178,1]    -6.7e-01  6.3e-03  8.4e-01  -2.1e+00  -6.5e-01   6.8e-01  1.7e+04  4.2e-02  1.0e+00
z_jg[1178,2]     2.9e-01  7.1e-03  9.4e-01  -1.2e+00   2.9e-01   1.8e+00  1.7e+04  4.2e-02  1.0e+00
z_jg[1178,3]    -8.0e-02  5.9e-03  8.2e-01  -1.4e+00  -8.8e-02   1.3e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1178,4]    -3.7e-01  6.7e-03  8.6e-01  -1.8e+00  -3.5e-01   1.0e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1178,5]     2.6e-03  6.8e-03  1.0e+00  -1.6e+00   1.4e-03   1.7e+00  2.2e+04  5.4e-02  1.0e+00
z_jg[1178,6]    -3.0e-03  6.5e-03  9.8e-01  -1.6e+00   1.1e-03   1.6e+00  2.2e+04  5.4e-02  1.0e+00
z_jg[1179,1]     5.5e-01  6.5e-03  6.6e-01  -5.6e-01   5.6e-01   1.6e+00  1.0e+04  2.5e-02  1.0e+00
z_jg[1179,2]    -1.1e+00  7.6e-03  8.6e-01  -2.5e+00  -1.1e+00   3.0e-01  1.3e+04  3.1e-02  1.0e+00
z_jg[1179,3]    -8.6e-02  5.3e-03  7.3e-01  -1.3e+00  -9.1e-02   1.1e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1179,4]    -2.3e-01  6.5e-03  8.8e-01  -1.7e+00  -2.0e-01   1.2e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1179,5]    -9.3e-03  6.6e-03  1.0e+00  -1.6e+00  -1.9e-02   1.6e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1179,6]    -3.7e-03  7.2e-03  1.0e+00  -1.7e+00  -2.7e-03   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1180,1]    -6.6e-01  6.1e-03  8.1e-01  -2.0e+00  -6.3e-01   6.3e-01  1.8e+04  4.3e-02  1.0e+00
z_jg[1180,2]     3.2e-01  6.7e-03  9.4e-01  -1.2e+00   3.3e-01   1.9e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1180,3]    -1.7e-01  5.6e-03  7.3e-01  -1.4e+00  -1.7e-01   1.0e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1180,4]    -2.0e-01  6.9e-03  9.3e-01  -1.7e+00  -1.9e-01   1.3e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1180,5]    -1.9e-02  7.0e-03  1.0e+00  -1.7e+00  -2.3e-02   1.6e+00  2.1e+04  4.9e-02  1.0e+00
z_jg[1180,6]     1.1e-03  6.9e-03  9.9e-01  -1.6e+00   6.5e-03   1.6e+00  2.1e+04  4.9e-02  1.0e+00
z_jg[1181,1]    -4.6e-03  5.4e-03  5.5e-01  -9.3e-01   1.8e-03   8.9e-01  1.1e+04  2.5e-02  1.0e+00
z_jg[1181,2]     3.5e-02  7.2e-03  8.3e-01  -1.3e+00   3.4e-02   1.4e+00  1.3e+04  3.2e-02  1.0e+00
z_jg[1181,3]     1.2e-01  5.4e-03  7.1e-01  -1.0e+00   1.1e-01   1.3e+00  1.7e+04  4.1e-02  1.0e+00
z_jg[1181,4]    -4.2e-01  6.4e-03  8.9e-01  -1.9e+00  -4.1e-01   1.0e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1181,5]    -4.1e-02  6.6e-03  1.0e+00  -1.7e+00  -3.9e-02   1.6e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1181,6]    -5.1e-03  6.7e-03  9.9e-01  -1.7e+00  -1.2e-02   1.7e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1182,1]     2.4e-01  5.9e-03  5.9e-01  -7.4e-01   2.5e-01   1.2e+00  1.0e+04  2.4e-02  1.0e+00
z_jg[1182,2]     9.6e-02  7.7e-03  8.6e-01  -1.3e+00   1.0e-01   1.5e+00  1.2e+04  3.0e-02  1.0e+00
z_jg[1182,3]     4.1e-01  5.7e-03  7.3e-01  -7.6e-01   4.1e-01   1.6e+00  1.6e+04  3.9e-02  1.0e+00
z_jg[1182,4]     1.0e+00  7.5e-03  7.6e-01  -1.7e-01   1.0e+00   2.3e+00  1.0e+04  2.4e-02  1.0e+00
z_jg[1182,5]     2.6e-01  1.1e-02  1.0e+00  -1.4e+00   2.5e-01   1.9e+00  8.6e+03  2.1e-02  1.0e+00
z_jg[1182,6]     1.1e-03  7.2e-03  1.0e+00  -1.6e+00  -2.9e-05   1.7e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1183,1]     7.6e-01  6.8e-03  7.4e-01  -4.8e-01   7.6e-01   1.9e+00  1.2e+04  2.8e-02  1.0e+00
z_jg[1183,2]    -8.8e-01  7.9e-03  8.9e-01  -2.3e+00  -8.8e-01   5.9e-01  1.3e+04  3.1e-02  1.0e+00
z_jg[1183,3]     1.0e-01  5.5e-03  7.6e-01  -1.1e+00   9.1e-02   1.4e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1183,4]    -2.5e-01  6.5e-03  9.1e-01  -1.8e+00  -2.4e-01   1.2e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1183,5]    -1.1e-02  6.9e-03  9.9e-01  -1.7e+00  -9.2e-03   1.6e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1183,6]    -8.9e-03  6.8e-03  9.9e-01  -1.7e+00  -1.1e-02   1.6e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1184,1]    -2.8e-01  6.5e-03  8.0e-01  -1.6e+00  -2.5e-01   1.0e+00  1.5e+04  3.6e-02  1.0e+00
z_jg[1184,2]     3.1e-01  7.2e-03  9.3e-01  -1.2e+00   3.0e-01   1.9e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1184,3]    -6.7e-02  5.9e-03  7.2e-01  -1.2e+00  -6.2e-02   1.1e+00  1.5e+04  3.5e-02  1.0e+00
z_jg[1184,4]     4.9e-01  6.5e-03  7.3e-01  -7.1e-01   4.8e-01   1.7e+00  1.3e+04  3.1e-02  1.0e+00
z_jg[1184,5]    -2.0e-01  9.2e-03  1.0e+00  -1.9e+00  -2.0e-01   1.5e+00  1.2e+04  2.9e-02  1.0e+00
z_jg[1184,6]     6.5e-03  6.8e-03  1.0e+00  -1.6e+00   1.1e-02   1.6e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1185,1]     2.8e-01  6.0e-03  6.2e-01  -7.3e-01   2.8e-01   1.3e+00  1.1e+04  2.5e-02  1.0e+00
z_jg[1185,2]    -5.7e-01  6.9e-03  8.5e-01  -2.0e+00  -5.8e-01   8.5e-01  1.5e+04  3.7e-02  1.0e+00
z_jg[1185,3]    -6.1e-02  6.1e-03  8.3e-01  -1.4e+00  -6.9e-02   1.3e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1185,4]    -4.7e-01  6.6e-03  8.5e-01  -1.9e+00  -4.6e-01   9.2e-01  1.7e+04  4.1e-02  1.0e+00
z_jg[1185,5]    -1.0e-02  6.9e-03  1.0e+00  -1.7e+00  -1.2e-02   1.7e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1185,6]     3.8e-04  6.9e-03  1.0e+00  -1.7e+00   4.2e-03   1.6e+00  2.1e+04  5.2e-02  1.0e+00
z_jg[1186,1]    -4.0e-01  6.6e-03  8.5e-01  -1.8e+00  -3.8e-01   9.5e-01  1.6e+04  4.0e-02  1.0e+00
z_jg[1186,2]     3.8e-02  7.0e-03  9.7e-01  -1.6e+00   2.7e-02   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1186,3]     3.1e-01  6.2e-03  8.2e-01  -1.0e+00   3.2e-01   1.7e+00  1.7e+04  4.2e-02  1.0e+00
z_jg[1186,4]    -1.5e-01  6.2e-03  9.2e-01  -1.7e+00  -1.3e-01   1.3e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1186,5]    -1.1e-02  6.8e-03  1.0e+00  -1.7e+00  -1.3e-02   1.6e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1186,6]     6.4e-03  7.1e-03  9.9e-01  -1.6e+00   7.9e-03   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1187,1]     4.4e-01  5.9e-03  7.6e-01  -8.5e-01   4.6e-01   1.7e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1187,2]    -4.6e-01  6.8e-03  9.1e-01  -2.0e+00  -4.7e-01   1.1e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1187,3]     7.6e-02  5.5e-03  7.7e-01  -1.2e+00   7.3e-02   1.3e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1187,4]    -6.7e-02  6.7e-03  9.7e-01  -1.7e+00  -4.7e-02   1.5e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1187,5]    -6.9e-03  6.6e-03  1.0e+00  -1.7e+00  -1.1e-02   1.6e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1187,6]    -1.2e-03  7.1e-03  9.9e-01  -1.6e+00  -2.6e-03   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1188,1]    -3.9e-01  6.6e-03  8.7e-01  -1.9e+00  -3.7e-01   9.9e-01  1.7e+04  4.2e-02  1.0e+00
z_jg[1188,2]     2.0e-01  6.9e-03  9.6e-01  -1.4e+00   2.0e-01   1.7e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1188,3]     3.4e-02  6.3e-03  8.0e-01  -1.3e+00   5.1e-02   1.3e+00  1.6e+04  3.8e-02  1.0e+00
z_jg[1188,4]    -6.4e-02  6.5e-03  9.4e-01  -1.6e+00  -5.6e-02   1.5e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1188,5]     6.8e-03  7.5e-03  9.8e-01  -1.6e+00   9.0e-03   1.6e+00  1.7e+04  4.1e-02  1.0e+00
z_jg[1188,6]     6.9e-03  7.1e-03  1.0e+00  -1.6e+00   4.2e-03   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1189,1]    -9.6e-01  5.8e-03  7.4e-01  -2.2e+00  -9.4e-01   1.9e-01  1.6e+04  3.9e-02  1.0e+00
z_jg[1189,2]     2.4e-01  6.4e-03  9.3e-01  -1.3e+00   2.3e-01   1.8e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1189,3]     1.2e-01  5.7e-03  8.1e-01  -1.2e+00   1.4e-01   1.5e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1189,4]    -1.2e-01  6.6e-03  9.5e-01  -1.7e+00  -1.0e-01   1.4e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1189,5]    -1.1e-02  7.1e-03  1.0e+00  -1.6e+00  -3.1e-03   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1189,6]     3.4e-03  6.1e-03  1.0e+00  -1.6e+00   4.5e-03   1.6e+00  2.6e+04  6.3e-02  1.0e+00
z_jg[1190,1]     9.3e-01  5.1e-03  5.4e-01   3.8e-02   9.4e-01   1.8e+00  1.1e+04  2.6e-02  1.0e+00
z_jg[1190,2]     3.9e-01  6.9e-03  8.4e-01  -9.9e-01   4.0e-01   1.8e+00  1.5e+04  3.5e-02  1.0e+00
z_jg[1190,3]    -2.3e-01  6.2e-03  8.1e-01  -1.5e+00  -2.3e-01   1.1e+00  1.7e+04  4.1e-02  1.0e+00
z_jg[1190,4]     7.7e-01  6.4e-03  6.9e-01  -3.7e-01   7.7e-01   1.9e+00  1.2e+04  2.8e-02  1.0e+00
z_jg[1190,5]     1.7e-01  9.0e-03  1.0e+00  -1.5e+00   1.7e-01   1.9e+00  1.3e+04  3.1e-02  1.0e+00
z_jg[1190,6]    -3.8e-03  6.8e-03  1.0e+00  -1.7e+00  -3.7e-03   1.7e+00  2.2e+04  5.4e-02  1.0e+00
z_jg[1191,1]    -2.2e-01  6.6e-03  9.2e-01  -1.8e+00  -2.0e-01   1.3e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1191,2]     9.7e-02  7.2e-03  9.6e-01  -1.5e+00   9.0e-02   1.7e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1191,3]    -2.6e-01  5.7e-03  7.9e-01  -1.6e+00  -2.7e-01   1.0e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1191,4]    -4.9e-02  6.5e-03  9.5e-01  -1.6e+00  -3.8e-02   1.5e+00  2.1e+04  5.2e-02  1.0e+00
z_jg[1191,5]     1.5e-02  6.7e-03  9.8e-01  -1.6e+00   1.1e-02   1.6e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1191,6]     4.8e-03  6.9e-03  1.0e+00  -1.6e+00  -1.6e-03   1.7e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1192,1]    -3.2e-01  6.6e-03  8.9e-01  -1.8e+00  -2.9e-01   1.1e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1192,2]     8.4e-02  6.6e-03  9.7e-01  -1.5e+00   7.7e-02   1.7e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1192,3]    -8.2e-02  5.9e-03  7.9e-01  -1.4e+00  -8.1e-02   1.2e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1192,4]    -2.5e-01  6.7e-03  8.8e-01  -1.7e+00  -2.3e-01   1.1e+00  1.7e+04  4.1e-02  1.0e+00
z_jg[1192,5]     6.5e-03  7.2e-03  1.0e+00  -1.7e+00   1.8e-03   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1192,6]    -1.8e-03  6.9e-03  1.0e+00  -1.6e+00  -1.1e-03   1.7e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1193,1]     1.3e-01  6.5e-03  7.5e-01  -1.1e+00   1.3e-01   1.4e+00  1.3e+04  3.2e-02  1.0e+00
z_jg[1193,2]    -4.6e-01  7.5e-03  8.8e-01  -1.9e+00  -4.6e-01   1.0e+00  1.4e+04  3.3e-02  1.0e+00
z_jg[1193,3]    -2.0e-01  6.2e-03  8.8e-01  -1.7e+00  -1.9e-01   1.2e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1193,4]    -3.8e-01  6.4e-03  8.7e-01  -1.8e+00  -3.8e-01   1.0e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1193,5]    -4.5e-03  7.4e-03  1.0e+00  -1.7e+00  -5.3e-03   1.7e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1193,6]    -6.0e-03  6.7e-03  1.0e+00  -1.7e+00  -5.6e-03   1.7e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1194,1]     5.1e-01  5.7e-03  7.6e-01  -7.7e-01   5.2e-01   1.7e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1194,2]    -1.6e-01  7.1e-03  9.0e-01  -1.6e+00  -1.6e-01   1.3e+00  1.6e+04  3.9e-02  1.0e+00
z_jg[1194,3]    -4.0e-01  6.5e-03  8.7e-01  -1.8e+00  -4.0e-01   1.1e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1194,4]    -1.5e-01  6.1e-03  9.1e-01  -1.7e+00  -1.2e-01   1.3e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1194,5]     5.7e-03  6.8e-03  1.0e+00  -1.7e+00  -6.1e-03   1.6e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1194,6]    -3.7e-03  7.3e-03  1.0e+00  -1.6e+00  -1.1e-02   1.7e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1195,1]    -2.5e-01  6.9e-03  9.1e-01  -1.8e+00  -2.4e-01   1.2e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1195,2]     7.0e-02  7.9e-03  9.5e-01  -1.5e+00   6.9e-02   1.6e+00  1.4e+04  3.5e-02  1.0e+00
z_jg[1195,3]     8.6e-01  5.9e-03  8.9e-01  -6.0e-01   8.5e-01   2.3e+00  2.3e+04  5.6e-02  1.0e+00
z_jg[1195,4]    -3.2e-02  7.1e-03  9.8e-01  -1.7e+00  -2.7e-02   1.6e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1195,5]     1.3e-02  7.7e-03  1.0e+00  -1.6e+00   1.0e-02   1.6e+00  1.7e+04  4.1e-02  1.0e+00
z_jg[1195,6]    -4.0e-03  7.3e-03  9.7e-01  -1.6e+00  -3.7e-04   1.6e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1196,1]    -4.1e-01  6.7e-03  8.8e-01  -1.9e+00  -3.9e-01   1.0e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1196,2]     2.5e-01  7.3e-03  9.4e-01  -1.3e+00   2.4e-01   1.8e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1196,3]     6.3e-02  6.5e-03  9.2e-01  -1.4e+00   6.5e-02   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1196,4]    -4.3e-02  6.6e-03  9.6e-01  -1.7e+00  -2.3e-02   1.5e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1196,5]     1.5e-03  6.6e-03  1.0e+00  -1.7e+00  -3.5e-03   1.7e+00  2.3e+04  5.6e-02  1.0e+00
z_jg[1196,6]    -1.5e-02  6.8e-03  1.0e+00  -1.7e+00  -2.1e-02   1.7e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1197,1]     7.8e-03  6.6e-03  7.5e-01  -1.2e+00   1.9e-02   1.2e+00  1.3e+04  3.1e-02  1.0e+00
z_jg[1197,2]    -3.0e-01  6.9e-03  8.8e-01  -1.7e+00  -2.9e-01   1.2e+00  1.6e+04  3.9e-02  1.0e+00
z_jg[1197,3]    -8.1e-02  6.8e-03  9.2e-01  -1.6e+00  -7.5e-02   1.4e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1197,4]    -8.5e-02  6.6e-03  9.3e-01  -1.6e+00  -7.2e-02   1.4e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1197,5]    -1.3e-03  6.7e-03  9.9e-01  -1.6e+00   2.5e-03   1.6e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1197,6]    -9.7e-04  7.0e-03  9.9e-01  -1.7e+00   3.8e-03   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1198,1]    -1.7e-01  6.2e-03  7.5e-01  -1.4e+00  -1.6e-01   1.1e+00  1.5e+04  3.5e-02  1.0e+00
z_jg[1198,2]    -6.3e-02  6.7e-03  9.0e-01  -1.5e+00  -5.7e-02   1.4e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1198,3]    -2.3e-01  6.2e-03  9.2e-01  -1.8e+00  -2.2e-01   1.3e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1198,4]    -1.7e-01  6.2e-03  9.0e-01  -1.7e+00  -1.5e-01   1.3e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1198,5]    -9.3e-03  6.6e-03  1.0e+00  -1.7e+00  -4.3e-03   1.6e+00  2.4e+04  5.7e-02  1.0e+00
z_jg[1198,6]     2.2e-03  6.6e-03  1.0e+00  -1.7e+00   1.2e-02   1.6e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1199,1]     1.1e+00  6.4e-03  7.7e-01  -2.1e-01   1.1e+00   2.3e+00  1.5e+04  3.5e-02  1.0e+00
z_jg[1199,2]    -4.3e-01  7.3e-03  9.2e-01  -2.0e+00  -4.2e-01   1.1e+00  1.6e+04  3.9e-02  1.0e+00
z_jg[1199,3]    -4.1e-01  6.3e-03  8.9e-01  -1.9e+00  -4.1e-01   1.1e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1199,4]    -5.8e-02  7.3e-03  9.6e-01  -1.6e+00  -4.5e-02   1.5e+00  1.7e+04  4.1e-02  1.0e+00
z_jg[1199,5]     9.5e-04  6.5e-03  1.0e+00  -1.7e+00   4.2e-03   1.7e+00  2.4e+04  5.8e-02  1.0e+00
z_jg[1199,6]    -1.1e-02  7.0e-03  1.0e+00  -1.7e+00  -8.5e-03   1.6e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1200,1]    -3.3e-01  6.7e-03  9.0e-01  -1.8e+00  -3.2e-01   1.1e+00  1.8e+04  4.3e-02  1.0e+00
